title,reply,cluster
找律师打离婚官司大概需要多少钱,一般来讲，不涉及财产的离婚案件一审律师费3000-5000元。有财产纠纷的，还要按财产数来支付一定比例的律师费，最终的律师费你可以与律师确定。法院收取离婚案件的标准：若无财产纠纷，法院会收300左右诉讼费。若有财产，超过20万以上的财产部分按0。5%收取。诉讼费可以由败诉方支付或最后由双方协商确定。,3
维修后，东家一直拖欠维修费，现在表明不给不怎么办,首先要有你维修过的证明，确定不给维修费，把维修过的返回原状。,7
交通事故法院判决后一般保险公司赔吗,交通事故伤害者可以要求肇事者赔偿，有保险，找保险赔偿。根据道路交通安全法等相关法律及最高人民法院司法解释的规定，首先由交警部门进行事故责任认定。由交强险承保的保险公司在第三者责任限额内赔偿，超额部门，再由对方根据责任认定情况赔偿。保险公司及对方需赔偿医疗费，误工费，住院护理费，住院伙食费，交通费。造成伤残的经伤残鉴定后根据残级确定赔偿伤残赔偿金，被扶养人生活费，精神损害赔偿金等。我国《保险法》第五十一条规定：“责任保险的被保险人因给第三者造成损害的保险事故而被提起仲裁或者诉讼的，除合同另有约定外，由被保险人支付的仲裁或者诉讼费用以及其他必要的、合理的费用，由保险人承担。”按照“上位法优于下位法”的原则，该法条的适用效力显然优于《保险条款》第十条第四项，因此，司法实践中，对交通事故人身损害赔偿的诉讼费用，法院通常判决由保险公司埋单。,1
"发生交通事故司机没有感觉到,自行离开,对方报警了",交通事故当事人驾车驶离现场，有证据证明其不知道或不能发现事故发生的不构成肇事逃逸。具体的警方会综合考虑相关证据,7
醉驾含量98.5，是否能免于刑事处罚,酒后驾驶，暂扣6个月驾驶证，并处1000元以上2000元以下罚款。此前曾因酒驾被处罚，再次酒后驾驶的，处10日以下拘留，并处1000元以上2000元以下罚款，吊销驾驶证。醉酒驾驶，由公安机关约束至酒醒。吊销机驾驶证，依法追究刑事责任，5年内不得重新取得驾驶证。酒后驾驶营运车辆，处15日拘留，并处5000元罚款，吊销驾驶证，5年内不得重新取得驾驶证。醉酒驾驶营运车辆，由公安机关约束至酒醒。吊销机动车驾驶证，依法追究刑事责任，10年内不得重新取得驾驶证。重新取得驾驶证后，不得驾驶营运车辆。酒后或醉酒驾驶，发生重大交通事故，构成犯罪的，依法追究刑事责任。吊销驾驶证，终生不得重新取得驾驶证。,5
女方要求离婚有两个儿子说儿子的不要走怎么办一个十三岁的八岁,孩子的抚养权问题可以进行协商，协商不成的可以通过诉讼的方式解决，法院会根据有利于孩子成长的原则进行判决首先，双方基本条件的取证。离婚案件中夫妻双方的基本条件，如工资、文化学历等一般差距不大，但这并不表示就没有差距，比如直接抚养方的思想品质，会直接影响下一代的健康成长。因此，取得这一方面的证据，是比较重要的。其次，双方父母基本条件的取证。很多时候，孩子特别对于学龄前儿童，不是夫妻一方带，而是一方的父母带。因此，孩子以往的生活环境，以及长期带孩子的父母的意见及身体情况，往往也是影响孩子抚养权的一个重要方面。再者，孩子生活环境方面的取证。离婚案件中孩子抚养问题的处理原则，是有利于孩子的健康成长。如果双方离婚，但有一方距离学校较近，或生活小区成熟，对孩子入学、生活最为有利，当然得到孩子抚养权的可能性就会更大。最后，孩子的意见相当重要。十周岁以上的孩子一般对于离婚的含义及后果都基本了解，所以在一般情况下，法院会认真听取十周岁以上孩子的意见。在离婚前或离婚过程中，做好孩子的思想工作，使孩子愿意随对其最为有利一方抚养。,9
不到，老婆出轨，给的彩礼钱能退回吗,这三种情况可以要回彩礼（一）双方未办理结婚登记手续的。意思就是给付彩礼后未缔结婚姻关系的，原则上应返还彩礼的，这是对于彩礼的原则性规定，大前提就是没有缔结婚姻，且已经给付了彩礼钱的情况。（二）双方办理结婚登记手续但确未共同生活的。这种情况是男女双方已经履行了结婚的必经法定程序，符合合法的婚姻关系，但是双方并没有真正的生活在一起的情况。（三）婚前给付并导致给付人生活困难的。彩礼钱是结婚前所给予对方的财物，一般数目也比较大，此种情况是指在给付给对方彩礼钱后，导致了给付方无法生活的情况。针对以上的条件，第一项是要在给付彩礼后，双方缔结婚姻前。而针对第二、三项的规定，是双方已经存在了合法的婚姻关系，但是应当以双方离婚为条件。,9
成年人失踪二十四小时后，派出所有权调监控，通话记录,关于失踪人口的报警时间：成年男人或女人失踪超过48小时可以选择报警；未成年少女，失踪超过24小时可以报警；婴幼儿失踪，可以马上报警。,5
现在起诉我了我该怎么办,积极应诉，收集证据驳回原告的诉讼请求。,9
恒昌三农算高利贷吗,依据《最高人民法院关于审理民间借贷案件适用法律若干问题的规定》，借贷双方约定的利率未超过年利率24%，出借人有权请求借款人按照约定的利率支付利息；但如果借贷双方约定的利率超过年利率36%，则超过年利率36%部分的利息应当被认定无效。《最高人民法院关于审理民间借贷案件适用法律若干问题的规定》第二十六条借贷双方约定的利率未超过年利率24%，出借人请求借款人按照约定的利率支付利息的，人民法院应予支持。借贷双方约定的利率超过年利率36%，超过部分的利息约定无效。借款人请求出借人返还已支付的超过年利率36%部分的利息的，人民法院应予支持。,2
集众打架斗殴自己方重伤对方没受伤,民法通则、治安管理处罚法、刑法分别对打架斗殴的后果、情节不同分别使用的法条，请对应了解：《中华人民共和国民法通则》第一百一十九条侵害公民身体造成伤害的，应当赔偿医疗费、因误工减少的收入、残废者生活补助费等费用；造成死亡的，并应当支付丧葬费、死者生前扶养的人必要的生活费等费用。《中华人民共和国治安管理处罚法》第二十六条有下列行为之一的，处五日以上十日以下拘留，可以并处五百元以下罚款；情节较重的，处十日以上十五日以下拘留，可以并处一千元以下罚款：（一）结伙斗殴的；（二）追逐、拦截他人的；（三）强拿硬要或者任意损毁、占用公私财物的；（四）其他寻衅滋事行为。第四十三条殴打他人的，或者故意伤害他人身体的，处五日以上十日以下拘留，并处二百元以上五百元以下罚款；情节较轻的，处五日以下拘留或者五百元以下罚款。有下列情形之一的，处十日以上十五日以下拘留，并处五百元以上一千元以下罚款：（一）结伙殴打、伤害他人的；（二）殴打、伤害残疾人、孕妇、不满十四周岁的人或者六十周岁以上的人的；（三）多次殴打、伤害他人或者一次殴打、伤害多人的。《中华人民共和国刑法》第二百三十四条故意伤害他人身体的，处三年以下有期徒刑、拘役或者管制。犯前款罪，致人重伤的，处三年以上十年以下有期徒刑；致人死亡或者以特别残忍手段致人重伤造成严重残疾的，处十年以上有期徒刑、无期徒刑或者死刑。本法另有规定的，依照规定。,5
酒驾110m取保候审法院还会判刑吗,取保候审的目的，就是等候审理，等候被判刑。只要血液酒精含量超过80，就构成危险驾驶罪，就必须被判刑。如果酒精含量不超过200，如果没有无证驾驶等从重情节，可以判处缓刑。,11
早老性痴呆可以算工伤吗,工伤是指劳动者在从事职业活动或者与职业活动有关的活动时所遭受的不良因素的伤害和职业病伤害。早老性痴呆症是随年龄增长而产生的病症，它的产生是随着年龄的增长，在脑中合成淀粉状蛋白前身物质，再由蛋白质酶将其分解成水溶性的淀粉状蛋白，该蛋白又经反应联结成淀粉状蛋白纤维，它会沉积在神经与神经细胞的神经键的狭小间隙中，引起神经与神经细胞的异常，使人患上早老性痴呆症。综上所述，早老性痴呆属于病症，不属于工伤范畴，无法认定为工伤。,1
写一张欠条，请问受法律さ那诽踉趺葱,写好借款金额（金额数字要大写）及利息、还款时间、借款用途等。再签上借款人的姓名按上手印。最后写上年月日即可。,5
我是91年生的，我是家里的老五，先当地政府说要交付，，超生罚款费，我需要交吗？？,不符合国家和地方计生政策规定生育子女，孩子父母需要接受相关行政处罚，违反规定多生育一个子女的，按所在县(市、区)上一年度城镇居民年人均可支配收入的3倍分别征收社会抚养费。多生育两个及两个以上子女的，以多生育一个子女应当征收的社会抚养费为基数，按多生育的子女数为倍数分别征收社会抚养费。,9
报假火警为什么是犯罪行为,根据《中华人民共和国消防法》第五章第四十七条第三款规定：“违反本法的规定，阻拦报火警或者谎报火警的，处警告、罚款或者十日以下拘留。,11
没签合同，有聊天记录和转账记录可以报警吗,建议及时报警，如果聊天记录和转账记录能对得起来，就可以作为证据使用。,8
无性婚姻多久会离婚我已经两年多了,在我国，离婚的方式有两种，一种是登记离婚，另一种是诉讼离婚。一、依照我国《婚姻法》第31条的规定，男女双方自愿离婚并且对子女的抚养及对财产的分割问题作出的适当的处理的，可以到婚姻登记机关进行登记离婚，不须进行诉讼。登记离婚时，要提供以下文件：1、户口本、身份证2、结婚证3、双方共同签署的离婚协议。建议你首先尽量说服他，和他进行登记离婚，尽量以和平的方式解决离婚问题。如果他实在不想离婚，而你坚持一定要离，那么，就只有进行离婚诉讼了。二、离婚诉讼。离婚诉讼是指夫妻中的一方基于法定离婚原因，向人民法院提起的、由人民法院对婚姻关系的维持与否进行判决的诉讼。离婚诉讼的手续（过程）如下：1、到人民法院向法院提起诉讼申请。一般是到立案大厅，由立案大厅进行审查，对于符合立案条件的，给予立案。如果你们双方不在同地居住的，则按“原告就被告”的原则，你要到男方的所在地提出诉讼。提出离婚诉讼申请时，须提供以下证件：A、请求判定离婚的起诉书（一式三份）B、户口本C、身份证（临时身份证、户籍证明、军官证、士官证、军队文职干部证等）D、结婚证2、经立案大厅审查符合立案条件，准予立案后，由立案庭发出立案通知书，你凭立案通知书缴纳诉讼费（50元）。法院正式受理案件。3、法院的立案庭受理案件后，将案件移送民事庭，由民事庭进行审理。4、民事庭受案后，向男方发出传票，要求其在某个时间到庭应诉。同时，法院也通知你到庭参诉。5、双方到庭后，由法院进行调解（这是必经程序）。调解的结果有3种：A.经调解后双方愿意维持婚姻的，则由你撤回起诉，婚姻继续有效。B.经调解后，他同意你的离婚请求的，并且对子女及财产问题作出处理的，则由你撤回起诉，由双方到婚姻登记机关进行登记离婚。C.经调解后，你仍坚持要求离婚而他不同意的，或双方同意但对子女及财产问题的处理存有争议的。则由法院进行审理判决。6、法院通过开庭审理，作出准予离婚或不准予离婚的判决。法院以双方感情是否确已破裂作为判决离婚的法定条件。其中，《婚姻法》第32条规定了准予离婚的以下例示性的法定理由：A.重婚或有配偶者与他人同居的B、实施家庭暴力或虐待、遗弃家庭成员的C.有赌博、吸毒等恶习，屡教不改的。D.因感情不和而分居满2年的E.其他导致夫妻感情破裂的情形,9
离婚后前妻住在我的房子赖着不走我该怎么办,建议向法院提起民事诉讼，要求对方立即搬离。案件胜诉后，对方还不搬离的，申请强制执行。,9
本人在考驾照途中因为容留他人吸毒刑拘6个月出来后，能继续考试车管所也派发了驾驶证，也正常使用。,对吸毒人员申请驾驶证做出了“零容忍”态度，对吸毒成瘾未戒除者驾驶机动车，一律注销驾驶证。,7
打过官司是不是不能在微信上订车票,没有此类规定法院出具限高消费令的可能某些消费会被限制如果想法院撤销该限制需要履行判决中的义务,7
刑事诉讼法第八十条怎么量刑,刑事诉讼法第八十条公安机关对于现行犯或者重大嫌疑分子，如果有下列情形之一的，可以先行拘留：（一）正在预备犯罪、实行犯罪或者在犯罪后即时被发觉的；（二）被害人或者在场亲眼看见的人指认他犯罪的；（三）在身边或者住处发现有犯罪证据的；（四）犯罪后企图自杀、逃跑或者在逃的；（五）有毁灭、伪造证据或者串供可能的；（六）不讲真实姓名、住址，身份不明的；（七）有流窜作案、多次作案、结伙作案重大嫌疑的。具体量刑得结合具体的情况。,10
打离婚官司争孩子抚养权需要多少费用,律师费用国家有明确规定，具体可与律师具体咨询商议。小孩抚养权。如果有孩子，两周岁以内，原则上判决给女方扶养，两周岁以上，根据对孩子成长最有利原则判给一方扶养，另一方负责支付一定的抚养费。双方可以协商解决，确定抚养权和抚养费，以及探视事宜。,4
卖淫被抓会通知家属吗怎么样才能把人取出来,现在对卖淫的处罚1、《治安管理处罚法》第六十六条规定：卖淫、嫖娼的，处十日以上十五日以下拘留，可以并处五千元以下罚款;情节较轻的，处五日以下拘留或者五百元以下罚款。在公共场所拉客招嫖的，处五日以下拘留或者五百元以下罚款。2、在以前，第一次卖淫被抓的，一般处以拘留、罚款；再次被抓的，属于屡教不改，一般是处以6个月到2年的劳动教养。现在没有劳动教养了。对于卖淫、嫖娼的，只能处：十日以上十五日以下拘留，可以并处五千元以下罚款；情节较轻的，处五日以下拘留或者五百元以下罚款。,11
结婚之后如果房子是按揭离婚之后房子是一人一半吗,离婚时按揭房如何处理：（一）约定了按揭房屋归属的房屋如何处理我国《婚姻法》规定了夫妻可以约定婚姻关系存续期间所得的财产以及婚前财产归各自所有、共同所有或部分各自所有、部分共同所有。夫妻对财产归属有约定且约定明确，离婚时，即使双方对按揭房屋的处理有异议，只要能举证证明双方约定了财产归属，处理这类按揭房屋都较容易，直接按双方的约定处理即可，约定房屋是个人财产就归个人所有，约定房屋是夫妻共同财产就归夫妻共同所有。若双方明确约定了归一方所有的按揭房屋，另一方以自己所有的财产参与清偿贷款，这并不改变房屋为个人财产的性质，离婚处理财产时，该房屋为个人财产，剩余未还贷款是个人债务，对已归还贷款中属于另一方清偿的部分，应当予以返还。约定了归夫妻共同所有，即使一方实际没有出资或出资很少，也不影响房屋权属为夫妻共同财产的性质。（二）按揭房屋的产权证书取得时间对认定按揭房屋权属是否有影响在房屋买卖交易中，涉及债权变动和物权变动两个法律事实、涉及到债权和物权这两种基本的民事权利，当事人订立买卖合同即在当事人之间建立了债权债务关系，房屋所有权的移转即在当事人之间发生了物权变动，买卖合同是房屋所有权移转的原因，房屋所有权的移转是买卖合同的履行结果。房屋共有权证书与所有权证书具有同等的法律效力。就按揭房屋而言，支付首付款、以银行贷款支付剩余按揭款的行为都是购房方履行房屋买卖合同的行为，购房方取得房屋所有权的时间是房屋登记即房屋产权证书上填发的时间。在离婚案件中，有几种情形，根据取得房屋产权证的时间容易认定按揭房屋的权属：1、双方在结婚前共同出资购买房屋及结婚后以一方名义或夫妻双方名义购买房屋，以按揭方式支付房款，在婚姻关系存续期间取得房屋产权。结婚前双方均认可以结婚为目的，共同出资购买的房屋，无论在结婚时房款是否付清，只要房屋产权在结婚后取得，均为夫妻共同财产。结婚后购买房屋，无论双方结婚后实际为按揭房屋出资多少，只要没有约定婚姻关系存续期间及婚前财产归各自所有，即便是以一方名义签订购房合同，也可视为家事代理，认定为夫妻双方共同购房，在离婚前取得了房屋产权，房屋即为夫妻共同财产。这两种情形，即使没有办理房屋共有权证，在房屋产权证上只登记了一方名字，在离婚时都应按夫妻共同财产来处理。2、结婚前，夫妻一方个人出资按揭支付了全部房款，并在结婚前取得房屋产权。根据《中华人民共和国婚姻法》（下称《婚姻法》司法解释(一)第十九条“婚姻法第十八条规定为夫妻一方所有的财产，不因婚姻关系的延续而转化为夫妻共同财产。的明确规定，夫妻一方在婚前个人出资按揭，在婚前支付了全部房款，并在婚前取得以个人名义登记的房屋产权证，离婚时该房屋属一方婚前个人财产，不能作为夫妻共同财产分割。3、结婚前，夫妻一方个人出资购买房屋，按揭支付了部分房款，结婚前取得房屋产权。此种情况同上，因取得产权证的时间在结婚前，房屋也是婚前个人财产。不论结婚后是以按揭的方式继续以个人财产支付贷款，还是以夫妻共同财产支付贷款，或是部分以个人财产支付、部分以夫妻共同财产支付贷款，不论在离婚时，按揭款是否支付完毕，都不影响房屋权属。离婚时房屋的所有权仍归原购房方所有，若夫妻用共同财产还贷，只是在夫妻之间产生了债权债务关系，不改变房屋所有权的归属。结婚后夫妻共同支付的贷款总额应作为共同财产之一加以分割，由享有所有权的一方予以返还；离婚后未偿还的贷款仍是个人债务。,4
达飞云贷有没还钱的？,1、无力偿还会面临法院后果的，建议及债权人积极协商，争取延迟还款。债权人也会起诉你，然后申请执行你的财产的。2、有能力而拒不执行的情况下，涉嫌拒不执行判决、裁定罪《刑法》第三百一十三条【拒不执行判决、裁定罪】对人民法院的判决、裁定有能力执行而拒不执行，情节严重的，处三年以下有期徒刑、拘役或者刑罚。3、另外名下没有可供执行的财产而他又拒绝履行法院的生效判决，则会有逾期还款等负面信息记录在个人的信用报告中并被限制高消费及出入境，甚至有可能会被司法拘留。,2
行政诉讼证据规定的适用问题具体有哪些,"《行政诉讼法》第三十三条规定的证据包括下列8类：（一）书证；（二）物证；（三）视听资料；（四）电子数据；（五）证人证言；（六）当事人的陈述；（七）鉴定意见；（八）勘验笔录、现场笔录。民诉中，证据是认定案情的根据。只有正确认定案情，才能正确适用法律，从而正确处理案件。因此，证据问题历来是诉讼中的关键问题。证据的三性""客观性、关联性和合法性""，不符合证据“三性”的不能作为证据来使用。证据的种类有下列七种：（一）物证、书证；（二）证人证言；（三）当事人陈述；（四）犯罪嫌疑人、被告人供述和辩解；（五）鉴定结论；（六）勘验、检查笔录；（七）视听资料。",10
强奸怎么判刑。,看是什么情况了，分很多的,6
离婚什么情况下请律师,对于起诉离婚到底需不需要找律师，这还得具体情况具体分析：1、复杂的离婚案件，建议找律师比如，一方为达到离婚的目的或为了获取离婚赔偿，给对方设计下套，弄到一些所谓的婚外情“证据”；如果双方都争夺小孩的抚养权，没有一方原意妥协，那么又该怎么证明自己抚养小孩对小孩成长更有利，怎么去说服法官做出有利于自己的判决呢?再如，离婚诉讼开始前，你发现对方有转移或隐匿夫妻共同财产的行为，但苦于无法收集到有效的证据去证明，你又该如何处理?如果你是一名全职的家庭主妇，丈夫的收入并不知情，若不能够查询到丈夫银行存款和其他财产的话，难道离婚时就要眼睁睁看着本属于自己的财产付之东流吗?当下的夫妻共同财产涉及的面非常广，不仅有传统上的存折、现金、房产等，还有股票，公司股份，我们该怎么证明这些财产是共同财产还是某一方的个人财产?再说离婚房产因为大多数都会涉及到贷款或父母出资等情况，这方面的纠纷更是复杂难解，非专业人士一般非常难理清。能够说，离婚纠纷包罗万象，什么样的情况都有可能发生，在这里我们不能够一一列举。实际上，在离婚诉讼中，如果你想获取一个对自己好的结果，需要做大量的诉前准备工作。这些工作有些是你看得见的，有些是你看不见但却实实在在存在着的，比如证据收集和整理，针对对方的主张进行法律分析，准备完备的应对之策等等。在这个时候，请离婚律师的作用，就突显出来了。怎么理性的澄清自己的清白，怎么围绕对方的主张，或对方有意收集的证据，合法的争取自己应有的权利。离婚律师能够帮你最大程度保护你的合法权益。2、法律空白，建议找律师有些离婚案件，虽然案情简单，但双方争议的情况在法律上仍是空白，没有具体的法律规定，甚至某一类型的离婚案件在各地法院的判决结果都不一样。例如一方婚前购房，作为恋人的另一方当时也出资了，可房产证上只有一个人的名字。离婚的时候情况就出现了，房屋升值部分是共同财产还是个人财产呢?这个案件就是一个比较有争议性的案件，目前对此类情况的财产分割规则，法律并没有明确规定，对于这一类案件的处理，你就有必要请一名专业的离婚律师帮你参谋了。3、有意调解离婚，建议找律师通过离婚律师的调解，将争议化解，促使双方达成一个都能够接受的离婚协议，这种可能性虽然不大，但毕竟还是有的。对于不愿起诉离婚的当事人，请律师调解也是争取一种机会和可能，也是离婚律师作用所在。4、有一定经济实力，建议找律师在自己经济实力及心理承受范围内，请一个自己满意的律师，毕竟能帮自己分析案件，在开庭时说几句话，在调解时打个圆场，替自己同那些不愿意打交道的人联系。,4
容留他人吸毒被判出来多久可以考驾照，,容留他人吸毒罪，并不影响涉案人办理驾驶证，关键是涉案人有没有吸毒行为，如果有吸毒行为，在成功戒毒三年内是不能申领驾驶证的。,11
没有财产纠纷，离婚大概费用是多少,按照《诉讼费用交纳办法》的规定，离婚案件每件交纳50元至300元。涉及财产分割，财产总额不超过20万元的，不另行交纳；超过20万元的部分，按照0.5%交纳。,4
打架斗殴双方都头破血流等受伤，要拘留多长时间,打架斗殴违法，如果致人轻伤，则涉嫌故意伤害罪。《刑法》：第二百三十四条故意伤害他人身体的，处三年以下有期徒刑、拘役或者管制。犯前款罪的，致人重伤的，处三年以上十年以下有期徒刑；致人死亡或者以特别残忍手段致人重伤造成严重残疾的，处十年以上有期徒刑、无期徒刑或者死刑。本法另有规定高的，依照规定。,6
有谁知道夫妻婚前财产权属浅析是什么意思,应该是析产？析产又称财产分析，是指财产共有人通过协议的方式，根据一定的标准，将共同财产予以分割，而分属各共有人所有。析产一般发生在大家庭分家或者夫妻离婚时对财产的处理中。,3
电信诈骗被冤枉怎么办,涉及诈骗被冤枉最好的解决就是报警。提供证据，说明自己被冤枉。然后交由警察处理。相信现在的警察，这点分辨能力还是具备的。,11
我爸在工地上做事摔断了腿两年不能做事请问能赔偿多少,如果跟在包工头后面，没有与施工单位签订劳动合同，通常无法认定为工伤。但可以起诉到法院主张赔偿。赔偿数额取决于是否构成伤残、伤残的等级高低、工资的高低、以及误工期的长短等多种因素。,9
企业拒不执行法院生效判决，法院可以拘留该企业法人吗,如确属拒不执行法院生效判决裁定，是情节轻重可以予以行政拘留，或追究其刑事责任,0
追债的都追到家里来，我都不知道怎么办才好,建议您尽快偿还债务，如果他们的讨债行为影响到您生活，可以选择报警。,7
在网上卖烟，犯法不？？,1、网上售卖烟草是违法行为。《烟草专卖许可证管理办法》第四十一条规定任何公民、法人或者其他组织不得通过信息网络销售烟草专卖品。2、我国实行烟草专卖管理，国家对烟草专卖品的生产、销售、进出口依法实行专卖管理，并实行烟草专卖许可证制度。《烟草专卖许可证管理办法》第四十一条规定：除了取得烟草专卖生产企业许可证、烟草专卖批发企业许可证或者特种烟草专卖经营企业许可证的企业依法销售烟草专卖品外，任何公民、法人或者其他组织不得通过信息网络销售烟草专卖品。3、相关法规《中华人民共和国烟草专卖法实施条例》第九条取得烟草专卖零售许可证，应当具备下列条件：（二）有固定的经营场所。《烟草专卖许可证管理办法》第四十一条除了取得烟草专卖生产企业许可证、烟草专卖批发企业许可证或者特种烟草专卖经营企业许可证的企业依法销售烟草专卖品外，任何公民、法人或者其他组织不得通过信息网络销售烟草专卖品。《中华人民共和国行政许可法》第八十条被许可人有下列行为之一的，行政机关应当依法给予行政处罚；构成犯罪的，依法追究刑事责任：（二）超越行政许可范围进行活动的；（四）法律、法规、规章规定的其他违法行为。,7
猥亵儿童为什么只拘留十五天能面重些吗,猥亵妇女可能构成犯罪行为，也可能属于一般违法行为。首先，要将强制猥亵妇女行为与非强制性猥亵妇女行为区分开来，强制猥亵妇女罪只惩罚以强制方法猥亵妇女的行为，对于非强制性的猥亵妇女行为不能视作犯罪。其次，并非任何强制猥亵妇女的行为都构成强制猥亵妇女罪。刑法虽然未规定“情节严重”之要件，但不能将情节显著轻微、危害不大的强制猥亵妇女行为亦视作为犯罪。法律规定：《治安管理处罚法》第四十四条猥亵他人的，或者在公共场所故意裸露身体，情节恶劣的，处5日以上10日以下拘留；猥亵智力残疾人、精神病人、不满14周岁的人或者有其他严重情节的，处10日以上15日以下拘留。《刑法》第二百三十六条【强制猥亵、侮辱妇女罪、猥亵儿童罪】以暴力、胁迫或者其他方法强制猥亵他人或者侮辱妇女的，处五年以下有期徒刑或者拘役。聚众或者在公共场所当众犯前款罪的，或者有其他恶劣情节的，处五年以上有期徒刑。猥亵儿童的，依照前两款的规定从重处罚。,11
只一人签字夫妻可共同申请公积金贷款吗,"购房合同只一人签字，可以申请公积金贷款。申请住房公积金个人贷款购房本来就是以家庭为单位的融资行为。何况是购买首套自住住房。住房公积金个人贷款购房办理程序如下：一、购买已和当地公积金管理机构进行项目储备签约的楼盘住房，缴购房预付款,草签购房合同。二、到当地房管部门开具《住房信息查询函》，到当地人行开具夫妻双方的《个人信用报告》。三、在楼盘销售中心、公积金管理中心委托贷款银行或直接到当地政务中心公积金窗口领取《个人公积金贷款申审表》，据实填写所购住房信息、个人信息、申请贷款信息（贷多少、期限多长，根据自己的家庭收入、还款能力，自己盘算）、担保信息等内容，粘贴身份证、结婚证复印件，附夫妻双方收入证明，单位盖章，交楼盘销售中心转公积金管理中心或直接交政务中心公积金窗口待审。四、待公积金管理中心初审、复审、审批（这你不用担心，耐心等待就可）完毕后，它会把已通过的信贷资料会转委托贷款银行，银行会通知楼盘销售中心经办人和购房人夫妻双方带上身份证到银行签订《住房公积金委托贷款合同》、《住房抵押合同》，开立还贷存折。有些城市还需办理公证（费用几百元）和住房贷款综合保险（费用几百到上千元），现在好多城市都已取消公证和保险了。五、签完《住房公积金委托贷款合同》、《住房抵押合同》，合同上面会告诉你的月供金额和每个月的还款日。牢记在心，以免耽误还款造成个人信用不良记录。回家等待公积金中心划款给委托贷款银行，一般几个工作日后，你的公积金贷款就会通过银行划入你所购房的楼盘开发商的一般结算账户，楼盘销售中心经办人就会通知你去开购房收据。你的住房公积金个人购房贷款就算办理完毕。六、接下来，你要做的就是每月凑钱，准备月供，按月还款，七、如果你是首次购买商品房，缴了购房预付款草签购房合同后，申贷前还可凭,《购房合同》和你的《住房信息查询函》向公积金窗口申请提取个人公积金账户内的余额用于交纳购房首付款；如果是二套房就不能提取个人公积金账户内的余额用于交纳购房首付款了。八、凡是住房公积金贷款在还贷期间，每年都可以办理一次个人公积金账户内的余额提取（含配偶方，但不超过年还贷总额）。",8
结婚登记流程怎么样的,请您参考【结婚登记相关事项】：一、结婚登记条件1、男女双方必须自愿结婚（自主把握）。2、结婚年龄：男年满22周岁．女年满20周岁。3、双方均无配偶（未婚、离婚、丧偶）。4、双方没有直系血亲和三代以内旁系血亲关系（自主提示）。二、结婚登记提交的证件1、本人常住户口簿、居民身份证（一代二代均可）。2、本人无配偶。3、当事人提交3张2寸近期半身免冠彩色合影照片（可当场拍照）。三、结婚登记的程序1、要求结婚登记的男女双方持所需证件共同到一方常住户口的区、县级市民政局（或镇人民政府）的婚姻登记机关提出申请。2、双方当事人亲自到婚姻登记机关提出申请，各填写一份《申请结婚登记声明书》。3、双方当事人必须在婚姻登记员面前亲自在《申请结婚登记声明书》中“声明人”一栏签名或按指印。4、婚姻登记机关对双方提交的证件、声明进行审查，符合结婚登记条件的，准予登记。四、结婚登记的时限、收费标准1、登记时限：证件材料齐全，当场予以登记，发给结婚证。2、收费标准：国内结婚登记每对9元加及其他相关费用。,3
被别人打伤，被法医签定重伤二级，对方应该倍付多少钱,对于故意伤害造成二级重伤，在刑法上处三年以上、十年以下有期徒刑，同时对方还应承担你的经济损失，包括医药费、误工费以及必要的营养费等。你可以同时提起刑事附带民事诉讼，也可以单独向人民法院提起民事诉讼。法律依据：《刑事诉讼法》第九十九条被害人由于被告人的犯罪行为而遭受物质损失的，在刑事诉讼过程中，有权提起附带民事诉讼。被害人死亡或者丧失行为能力的，被害人的法定代理人、近亲属有权提起附带民事诉讼。,1
我是因为持有使用假币被公安局抓的，因有重大疾病被取保候审的，还会被判刑吗？,取保候审的概念：就是涉嫌犯罪，但不用关押在看守所，取保候审人在外面，但要遵守取保候审的规定，要按时到办案机关处报道，直到开庭，能取保现实中一般会判处刑期缓期执行或者免于刑事处罚。,7
